Course,Year,Semester,Instructor,Slot,Mode,Scheduled
EE 112,2022,Fall,Jonathan Ponniah,MW|04:30PM-05:45PM,Fully Online,1
EE 112,2022,Fall,Daniel Olson,TR|10:30AM-11:45AM,In Person,0
EE 112,2022,Fall,Yan Chen,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2022,Fall,Brenda Serrano,TR|10:30AM-11:45AM,In Person,0
EE 112,2022,Fall,Lili He,MW|04:30PM-05:45PM,In Person,0
EE 112,2022,Fall,Jalel Rejeb,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2022,Spring,Jonathan Ponniah,MW|04:30PM-05:45PM,Fully Online,1
EE 112,2022,Spring,Nada Attar,MW|04:30PM-05:45PM,In Person,0
EE 112,2022,Spring,Daniel Olson,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2022,Spring,Sonia Cuellar-Ortiz,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2022,Spring,Ahmed Banafa,TR|10:30AM-11:45AM,In Person,0
EE 112,2022,Spring,Alexandra Chakarov,TR|10:30AM-11:45AM,In Person,0
EE 112,2023,Fall,Essam Marouf,TR|01:30PM-02:45PM,In Person,1
EE 112,2023,Fall,Essam Marouf,TR|10:30AM-11:45AM,In Person,1
EE 112,2023,Fall,Jeonghee Kim,MW|04:30PM-05:45PM,In Person,0
EE 112,2023,Fall,Lee Patterson,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2023,Fall,Hollianne Mcclure / Jonathan Miller,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2023,Fall,Thuy Le,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2023,Fall,Raymond Kwok,MW|04:30PM-05:45PM,In Person,0
EE 112,2023,Fall,Kristin Fitzpatrick Ezell,MW|04:30PM-05:45PM,In Person,0
EE 112,2023,Fall,Wencen Wu,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2023,Fall,Loc Lam,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2023,Fall,Spoorthy Ananthaiah,MW|04:30PM-05:45PM,In Person,0
EE 112,2023,Fall,Christopher Pollett,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2023,Spring,Jonathan Ponniah,MW|04:30PM-05:45PM,Fully Online,1
EE 112,2023,Spring,Suneuy Kim,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2023,Spring,Nada Attar,MW|04:30PM-05:45PM,In Person,0
EE 112,2023,Spring,Faramarz Mortezaie,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2023,Spring,Ahmad Yazdankhah,TR|10:30AM-11:45AM,In Person,0
EE 112,2023,Spring,Nader Mir,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2024,Fall,Essam Marouf,TR|10:30AM-11:45AM,In Person,1
EE 112,2024,Fall,Essam Marouf,TR|01:30PM-02:45PM,In Person,1
EE 112,2024,Fall,Genevieve Nguyen,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2024,Fall,Soham Kapasi,MW|04:30PM-05:45PM,In Person,0
EE 112,2024,Fall,Bee Leng Lee,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2024,Fall,Sayma Akther,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2024,Fall,Jane Berg,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2024,Fall,Sara Cook,MW|04:30PM-05:45PM,In Person,0
EE 112,2024,Fall,Craig Jones,MW|04:30PM-05:45PM,In Person,0
EE 112,2024,Fall,Hsin-Yi Meng,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2024,Fall,Kyle Worley,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2024,Fall,Karen Moody,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2024,Spring,Essam Marouf,TR|10:30AM-11:45AM,In Person,1
EE 112,2024,Spring,Essam Marouf,TR|01:30PM-02:45PM,In Person,1
EE 112,2024,Spring,Daniel Olson,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2024,Spring,Chinmay Nilesh Mahagaonkar,TR|10:30AM-11:45AM,In Person,0
EE 112,2024,Spring,Karen Singmaster,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2024,Spring,Likith Sodishetty Venkataramana,TR|10:30AM-11:45AM,In Person,0
EE 112,2024,Spring,Steven Sepka,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2024,Spring,Pranavi Chaturvedula,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2024,Spring,Murat Okyar,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2024,Spring,Venkata Satya Kanaka Madhav Gadhamsetty,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2024,Spring,Daniel Brinkman,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2024,Spring,Sophie Aust,TR|01:30PM-02:45PM,Fully Online,0
EE 112,2025,Spring,Essam Marouf,TR|01:30PM-02:45PM,In Person,1
EE 112,2025,Spring,Essam Marouf,TR|10:30AM-11:45AM,In Person,1
EE 112,2025,Spring,Derek Mena Godoy,MW|04:30PM-05:45PM,In Person,0
EE 112,2025,Spring,William Andreopoulos,MW|04:30PM-05:45PM,In Person,0
EE 112,2025,Spring,Lili He,TR|01:30PM-02:45PM,In Person,0
EE 112,2025,Spring,Bee Leng Lee,MW|04:30PM-05:45PM,In Person,0
EE 112,2025,Spring,Christopher Dizon,TR|10:30AM-11:45AM,Fully Online,0
EE 112,2025,Spring,Spoorthy Ananthaiah,MW|04:30PM-05:45PM,Fully Online,0
EE 112,2025,Spring,Wo-Tak Wu,MW|04:30PM-05:45PM,In Person,0
EE 112,2025,Spring,Elaheh Sigari,TR|01:30PM-02:45PM,In Person,0
EE 112,2025,Spring,John Diniz,TR|01:30PM-02:45PM,In Person,0
EE 112,2025,Spring,Nargis Adham / Azadeh Shahid Faylienejad,MW|04:30PM-05:45PM,Fully Online,0
EE 118,2022,Fall,Rahul Balakrishna Balasubramaniam,W|12:00PM-02:45PM,In Person,1
EE 118,2022,Fall,Shravya Juluru,R|12:00PM-02:45PM,In Person,1
EE 118,2022,Fall,Pinky Mathew,M|12:00PM-02:45PM,In Person,1
EE 118,2022,Fall,Laksh Lavish Thakkar,F|09:00AM-11:45AM,In Person,1
EE 118,2022,Fall,Shervin Ambrose,T|12:00PM-02:45PM,In Person,1
EE 118,2022,Fall,Jeonghee Kim,TR|07:30AM-08:45AM,In Person,1
EE 118,2022,Fall,Marion Campisi,TR|07:30AM-08:45AM,In Person,0
EE 118,2022,Fall,Chao-Li Tarng,F|09:00AM-11:45AM,In Person,0
EE 118,2022,Fall,Nargis Adham,R|01:30PM-04:15PM,In Person,0
EE 118,2022,Fall,Faramarz Mortezaie,W|12:00PM-02:45PM,In Person,0
EE 118,2022,Fall,Matthew Leigh,R|10:30AM-01:15PM,In Person,0
EE 118,2022,Fall,Barbara Murphywesley,M|12:00PM-02:45PM,In Person,0
EE 118,2022,Fall,Debra Caires,M|09:00AM-11:45AM,In Person,0
EE 118,2022,Fall,Medha Bodas,R|10:30AM-01:15PM,In Person,0
EE 118,2022,Fall,Sai Vamsi Chilukuri,F|09:00AM-11:45AM,In Person,0
EE 118,2022,Fall,Padmavati Tanniru,R|10:30AM-01:15PM,In Person,0
EE 118,2022,Fall,Chelsea Criez,R|10:30AM-01:15PM,In Person,0
EE 118,2022,Fall,Karthik Bharadwaj Kunigal Raveendra,W|12:00PM-02:45PM,In Person,0
EE 118,2022,Fall,Amanda Shipman,TR|07:30AM-08:45AM,In Person,0
EE 118,2022,Fall,John Leih,T|01:30PM-04:15PM,In Person,0
EE 118,2022,Fall,Cassie Blair,W|09:00AM-11:45AM,In Person,0
EE 118,2022,Fall,Suneuy Kim,R|10:30AM-01:15PM,In Person,0
EE 118,2022,Fall,Kourosh Youssefi,R|10:30AM-01:15PM,In Person,0
EE 118,2022,Fall,Sanjukta Sheth,F|09:00AM-11:45AM,In Person,0
EE 118,2022,Fall,Wo-Tak Wu,R|12:00PM-02:45PM,In Person,0
EE 118,2022,Fall,Pinky Mathew,T|12:00PM-02:45PM,In Person,0
EE 118,2022,Fall,Shravya Juluru,T|01:30PM-04:15PM,In Person,0
EE 118,2022,Fall,Hee Park,TR|07:30AM-08:45AM,In Person,0
EE 118,2022,Fall,Jeffrey Wegener / Carlie Pietsch,M|07:30AM-10:15AM,In Person,0
EE 118,2022,Fall,Alesya Petty,M|09:00AM-11:45AM,In Person,0
EE 118,2022,Fall,Addie Mahmassani,W|09:00AM-11:45AM,In Person,0
EE 118,2022,Fall,Saptarshi Sengupta,R|10:30AM-01:15PM,In Person,0
EE 118,2022,Fall,Raina Levesque,R|10:30AM-01:15PM,In Person,0
EE 118,2022,Fall,Anne Walker,T|03:00PM-05:45PM,In Person,0
EE 118,2022,Fall,Resa Kelly,R|12:00PM-02:45PM,In Person,0
EE 118,2022,Fall,Raymond Kwok,MW|10:30AM-11:45AM,In Person,0
EE 118,2022,Spring,Tri Caohuu,W|12:00PM-02:45PM,In Person,1
EE 118,2022,Spring,Tri Caohuu,MW|10:30AM-11:45AM,In Person,1
EE 118,2022,Spring,Tri Caohuu,M|12:00PM-02:45PM,In Person,1
EE 118,2022,Spring,Laksh Lavish Thakkar,T|01:30PM-04:15PM,In Person,1
EE 118,2022,Spring,Shervin Ambrose,R|01:30PM-04:15PM,In Person,1
EE 118,2022,Spring,Fiona Su,R|01:30PM-04:15PM,In Person,0
EE 118,2022,Spring,Padmavati Tanniru,T|03:00PM-05:45PM,In Person,0
EE 118,2022,Spring,Lucero Sandoval,T|03:00PM-05:45PM,In Person,0
EE 118,2022,Spring,Farshid Marbouti,T|03:00PM-05:45PM,In Person,0
EE 118,2022,Spring,Rahul Balakrishna Balasubramaniam,M|07:30AM-10:15AM,In Person,0
EE 118,2022,Spring,Preetpal Kang,T|03:00PM-05:45PM,In Person,0
EE 118,2022,Spring,Javier Valencia,T|12:00PM-02:45PM,In Person,0
EE 118,2022,Spring,Debra Caires,T|03:00PM-05:45PM,In Person,0
EE 118,2022,Spring,Vrund Hetalkumar Shah,M|07:30AM-10:15AM,In Person,0
EE 118,2022,Spring,Vrund Hetalkumar Shah,R|03:00PM-05:45PM,In Person,0
EE 118,2022,Spring,Amna Yusuf,MW|10:30AM-11:45AM,In Person,0
EE 118,2022,Spring,Matthew Leigh / Jonathan Miller,T|03:00PM-05:45PM,In Person,0
EE 118,2022,Spring,David Taylor,F|09:00AM-11:45AM,In Person,0
EE 118,2022,Spring,Ramin Moazeni,MW|10:30AM-11:45AM,In Person,0
EE 118,2022,Spring,Tri Caohuu,W|09:00AM-11:45AM,In Person,0
EE 118,2022,Spring,Brenda Serrano,M|07:30AM-10:15AM,In Person,0
EE 118,2022,Spring,Sotoudeh Hamedi-Hagh,R|03:00PM-05:45PM,In Person,0
EE 118,2022,Spring,Ken Tsang,M|12:00PM-02:45PM,In Person,0
EE 118,2022,Spring,Daniel Olson,M|12:00PM-02:45PM,In Person,0
EE 118,2022,Spring,Medha Bodas,F|09:00AM-11:45AM,In Person,0
EE 118,2022,Spring,Allison Stdennis,T|12:00PM-02:45PM,In Person,0
EE 118,2022,Spring,Irina Slobodov,R|12:00PM-02:45PM,In Person,0
EE 118,2022,Spring,Elizabeth Sonnier,M|12:00PM-02:45PM,In Person,0
EE 118,2022,Spring,Khushbu Shah,TR|07:30AM-08:45AM,In Person,0
EE 118,2022,Spring,Irina Slobodov,R|01:30PM-04:15PM,In Person,0
EE 118,2023,Fall,Tan Nguyen,M|12:00PM-02:45PM,In Person,1
EE 118,2023,Fall,Likith Sodishetty Venkataramana,R|12:00PM-02:45PM,In Person,1
EE 118,2023,Fall,Sai Prasanna Kumar Varikallu,M|07:30AM-10:15AM,In Person,1
EE 118,2023,Fall,Jeonghee Kim,TR|07:30AM-08:45AM,In Person,1
EE 118,2023,Fall,Tejaswani Dasari,W|12:00PM-02:45PM,In Person,1
EE 118,2023,Fall,Venkata Kavya Katara,T|12:00PM-02:45PM,In Person,1
EE 118,2023,Fall,Debra Caires,M|09:00AM-11:45AM,In Person,0
EE 118,2023,Fall,Paul Houck,M|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Saicharan Reddy Kadari,R|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Kristian O'Hare,M|09:00AM-11:45AM,In Person,0
EE 118,2023,Fall,Carlos Rojas,M|09:00AM-11:45AM,In Person,0
EE 118,2023,Fall,Tony Pan,W|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Stephanie Velasquez,R|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Jennifer Johnston,F|09:00AM-11:45AM,In Person,0
EE 118,2023,Fall,Kristin Fitzpatrick Ezell,R|10:30AM-01:15PM,In Person,0
EE 118,2023,Fall,Thuy Le,T|01:30PM-04:15PM,In Person,0
EE 118,2023,Fall,Smita Duorah,M|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Austin Karwowski,F|09:00AM-11:45AM,In Person,0
EE 118,2023,Fall,Santosh Kc,R|10:30AM-01:15PM,In Person,0
EE 118,2023,Fall,Plamen Koev,M|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Anqi Shao,R|01:30PM-04:15PM,In Person,0
EE 118,2023,Fall,Minh Hoang Huynh,TR|07:30AM-08:45AM,In Person,0
EE 118,2023,Fall,Anqi Shao,R|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Twinkle Patel,R|03:00PM-05:45PM,In Person,0
EE 118,2023,Fall,Mostafa Jalal,TR|07:30AM-08:45AM,In Person,0
EE 118,2023,Fall,Ping Hsu,R|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Jane Huynh,M|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Hollianne Mcclure / Jonathan Miller,T|03:00PM-05:45PM,In Person,0
EE 118,2023,Fall,Matthew Leigh / Jonathan Miller,MW|10:30AM-11:45AM,In Person,0
EE 118,2023,Fall,Ping Hsu,M|07:30AM-10:15AM,In Person,0
EE 118,2023,Fall,Amin Termeh Yousefi,M|07:30AM-10:15AM,In Person,0
EE 118,2023,Fall,Prashansa Evangeline Bonapalle / Bhawandeep Singh Harsh,M|12:00PM-02:45PM,In Person,0
EE 118,2023,Fall,Olga Kovaleva,T|01:30PM-04:15PM,In Person,0
EE 118,2023,Fall,Deeptiman Kaushik,M|09:00AM-11:45AM,In Person,0
EE 118,2023,Fall,Edgar Bering,F|09:00AM-11:45AM,In Person,0
EE 118,2023,Fall,Anne Cheilek,T|01:30PM-04:15PM,In Person,0
EE 118,2023,Spring,Rahul Balakrishna Balasubramaniam,M|12:00PM-02:45PM,In Person,1
EE 118,2023,Spring,Shravya Juluru,M|09:00AM-11:45AM,In Person,1
EE 118,2023,Spring,Sai Prasanna Kumar Varikallu,W|12:00PM-02:45PM,In Person,1
EE 118,2023,Spring,Chang Choo,W|09:00AM-11:45AM,In Person,1
EE 118,2023,Spring,Jeonghee Kim,TR|07:30AM-08:45AM,In Person,1
EE 118,2023,Spring,Kala Padmanabhan,M|09:00AM-11:45AM,In Person,0
EE 118,2023,Spring,Amanda Smith,F|09:00AM-11:45AM,In Person,0
EE 118,2023,Spring,Yan Chen,R|01:30PM-04:15PM,In Person,0
EE 118,2023,Spring,Essam Marouf,MW|10:30AM-11:45AM,In Person,0
EE 118,2023,Spring,Chang Choo,R|03:00PM-05:45PM,In Person,0
EE 118,2023,Spring,Vakini Santhanakrishnan,W|09:00AM-11:45AM,In Person,0
EE 118,2023,Spring,Kala Padmanabhan,T|03:00PM-05:45PM,In Person,0
EE 118,2023,Spring,Minh Vu,R|10:30AM-01:15PM,In Person,0
EE 118,2023,Spring,Hollianne Mcclure,T|03:00PM-05:45PM,In Person,0
EE 118,2023,Spring,Anqi Shao,T|03:00PM-05:45PM,In Person,0
EE 118,2023,Spring,Rahul Balakrishna Balasubramaniam,R|10:30AM-01:15PM,In Person,0
EE 118,2023,Spring,Mary Poffenroth,TR|07:30AM-08:45AM,In Person,0
EE 118,2023,Spring,Alla Petrosyan,T|12:00PM-02:45PM,In Person,0
EE 118,2023,Spring,David Santiago,T|12:00PM-02:45PM,In Person,0
EE 118,2023,Spring,Venkata Satya Kanaka Madhav Gadhamsetty,R|01:30PM-04:15PM,In Person,0
EE 118,2023,Spring,Laura Mugica,R|01:30PM-04:15PM,In Person,0
EE 118,2023,Spring,Tony Pan,TR|07:30AM-08:45AM,In Person,0
EE 118,2023,Spring,Brenda Serrano / Karen Singmaster,R|03:00PM-05:45PM,In Person,0
EE 118,2023,Spring,Curtis Asplund,W|09:00AM-11:45AM,In Person,0
EE 118,2023,Spring,Shiva Kumar Appam,MW|10:30AM-11:45AM,In Person,0
EE 118,2023,Spring,Hadley Debrine,TR|07:30AM-08:45AM,In Person,0
EE 118,2023,Spring,Essam Marouf,M|07:30AM-10:15AM,In Person,0
EE 118,2023,Spring,Timothy Cech,MW|10:30AM-11:45AM,In Person,0
EE 118,2023,Spring,Minh Vu,TR|07:30AM-08:45AM,In Person,0
EE 118,2023,Spring,Robert Meyer / Ryan Portner,R|01:30PM-04:15PM,In Person,0
EE 118,2024,Fall,Tejaswani Dasari,M|09:00AM-11:45AM,In Person,1
EE 118,2024,Fall,Jeonghee Kim,TR|07:30AM-08:45AM,In Person,1
EE 118,2024,Fall,Gokul Sriram Guptha Maremalla,W|12:00PM-02:45PM,In Person,1
EE 118,2024,Fall,Pranusha Cheemarla,R|10:30AM-01:15PM,In Person,1
EE 118,2024,Fall,Nikhil Sunku,T|12:00PM-02:45PM,In Person,1
EE 118,2024,Fall,Clare Cordero,M|12:00PM-02:45PM,In Person,0
EE 118,2024,Fall,Pranjali Sanghvi,MW|10:30AM-11:45AM,In Person,0
EE 118,2024,Fall,Allison Harness,T|03:00PM-05:45PM,In Person,0
EE 118,2024,Fall,David Archer,M|07:30AM-10:15AM,In Person,0
EE 118,2024,Fall,Vidya Rangasayee,M|12:00PM-02:45PM,In Person,0
EE 118,2024,Fall,Kyle Nguyen,F|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Raymond Kwok,F|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Mary Poffenroth,T|01:30PM-04:15PM,In Person,0
EE 118,2024,Fall,Vasuda Bhatia,W|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Eugene Ionel,M|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Thuy Le / Sotoudeh Hamedi-Hagh,TR|07:30AM-08:45AM,In Person,0
EE 118,2024,Fall,Jonathan Lauffer,W|12:00PM-02:45PM,In Person,0
EE 118,2024,Fall,Anne Walker,W|12:00PM-02:45PM,In Person,0
EE 118,2024,Fall,Niloofar Salehi,M|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Tan Nguyen,W|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Yasmeen Abdeljabbar,R|03:00PM-05:45PM,In Person,0
EE 118,2024,Fall,Joseph Navarro,F|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Brenda Serrano,W|12:00PM-02:45PM,In Person,0
EE 118,2024,Fall,Pranjali Sanghvi,M|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Craig Jones,M|07:30AM-10:15AM,In Person,0
EE 118,2024,Fall,Melody Esfandiari,R|10:30AM-01:15PM,In Person,0
EE 118,2024,Fall,Pranusha Cheemarla,R|01:30PM-04:15PM,In Person,0
EE 118,2024,Fall,Medha Bodas,R|10:30AM-01:15PM,In Person,0
EE 118,2024,Fall,Robert Morelos-Zaragoza,M|09:00AM-11:45AM,In Person,0
EE 118,2024,Fall,Jehanzeb Khan,TR|07:30AM-08:45AM,In Person,0
EE 118,2024,Spring,Jeonghee Kim,TR|07:30AM-08:45AM,In Person,1
EE 118,2024,Spring,Sai Prasanna Kumar Varikallu,W|12:00PM-02:45PM,In Person,1
EE 118,2024,Spring,Tejaswani Dasari,M|12:00PM-02:45PM,In Person,1
EE 118,2024,Spring,Likith Sodishetty Venkataramana,R|03:00PM-05:45PM,In Person,1
EE 118,2024,Spring,Adam Smith,T|01:30PM-04:15PM,In Person,0
EE 118,2024,Spring,Jeonghee Kim,F|09:00AM-11:45AM,In Person,0
EE 118,2024,Spring,Kirsten Schwartz,R|12:00PM-02:45PM,In Person,0
EE 118,2024,Spring,Anne Cheilek,F|09:00AM-11:45AM,In Person,0
EE 118,2024,Spring,Eveline Bellegarda,M|07:30AM-10:15AM,In Person,0
EE 118,2024,Spring,Chandra Prakash Saini,W|12:00PM-02:45PM,In Person,0
EE 118,2024,Spring,Andrew Bond,W|12:00PM-02:45PM,In Person,0
EE 118,2024,Spring,Zeyu Gao,T|12:00PM-02:45PM,In Person,0
EE 118,2024,Spring,Sayma Akther,MW|10:30AM-11:45AM,In Person,0
EE 118,2024,Spring,Steven Sepka,W|09:00AM-11:45AM,In Person,0
EE 118,2024,Spring,Nikhil Vaitla,T|03:00PM-05:45PM,In Person,0
EE 118,2024,Spring,Parul Bansal,M|09:00AM-11:45AM,In Person,0
EE 118,2024,Spring,Ranko Heindl,M|09:00AM-11:45AM,In Person,0
EE 118,2024,Spring,Mike Wood,W|09:00AM-11:45AM,In Person,0
EE 118,2024,Spring,Faramarz Mortezaie,T|03:00PM-05:45PM,In Person,0
EE 118,2024,Spring,Padmavati Tanniru,M|07:30AM-10:15AM,In Person,0
EE 118,2024,Spring,Prayuj Pillai,T|12:00PM-02:45PM,In Person,0
EE 118,2024,Spring,Irina Slobodov,W|09:00AM-11:45AM,In Person,0
EE 118,2024,Spring,Dashiell Fryer,TR|07:30AM-08:45AM,In Person,0
EE 118,2024,Spring,Spoorthy Ananthaiah,R|10:30AM-01:15PM,In Person,0
EE 118,2025,Spring,Jeonghee Kim,TR|07:30AM-08:45AM,In Person,1
EE 118,2025,Spring,Gokul Sriram Guptha Maremalla,W|12:00PM-02:45PM,In Person,1
EE 118,2025,Spring,Vikhyath Shankargari,T|03:00PM-05:45PM,In Person,1
EE 118,2025,Spring,Nikhil Sunku,R|03:00PM-05:45PM,In Person,1
EE 118,2025,Spring,Pranusha Cheemarla,M|12:00PM-02:45PM,In Person,1
EE 118,2025,Spring,Dahyun Oh,MW|10:30AM-11:45AM,In Person,0
EE 118,2025,Spring,Pouya Ostovari,W|09:00AM-11:45AM,In Person,0
EE 118,2025,Spring,David Taylor,M|09:00AM-11:45AM,In Person,0
EE 118,2025,Spring,Lin Zou,T|03:00PM-05:45PM,In Person,0
EE 118,2025,Spring,Thuy Le,W|12:00PM-02:45PM,In Person,0
EE 118,2025,Spring,John Leih,R|03:00PM-05:45PM,In Person,0
EE 118,2025,Spring,Vrushali Arute,R|12:00PM-02:45PM,In Person,0
EE 118,2025,Spring,Abhishek Golla,TR|07:30AM-08:45AM,In Person,0
EE 118,2025,Spring,Raina Levesque,W|09:00AM-11:45AM,In Person,0
EE 118,2025,Spring,Wencen Wu / Kaikai Liu,T|03:00PM-05:45PM,In Person,0
EE 118,2025,Spring,Charity Wei,M|09:00AM-11:45AM,In Person,0
EE 118,2025,Spring,Matthew Leigh,T|12:00PM-02:45PM,In Person,0
EE 118,2025,Spring,Pouya Ostovari,M|12:00PM-02:45PM,In Person,0
EE 118,2025,Spring,Daniel Olson,TR|07:30AM-08:45AM,In Person,0
EE 118,2025,Spring,Sophie Aust,M|12:00PM-02:45PM,In Person,0
EE 118,2025,Spring,Kyle Worley,R|01:30PM-04:15PM,In Person,0
EE 118,2025,Spring,Derek Mena Godoy,T|01:30PM-04:15PM,In Person,0
EE 118,2025,Spring,Rodrigo Chen,R|01:30PM-04:15PM,In Person,0
EE 118,2025,Spring,Jon Richey,W|09:00AM-11:45AM,In Person,0
EE 118,2025,Spring,Brandon Barrios,R|03:00PM-05:45PM,In Person,0
EE 118,2025,Spring,Alesya Petty,MW|10:30AM-11:45AM,In Person,0
EE 118,2025,Spring,Azadeh Shahid Faylienejad,MW|10:30AM-11:45AM,In Person,0
EE 118,2025,Spring,Roohi Vora,T|01:30PM-04:15PM,In Person,0
EE 118,2025,Spring,Karen Moody,W|09:00AM-11:45AM,In Person,0
EE 118,2025,Spring,Staff,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Manoj Kumar Gundu,M|10:30AM-01:15PM,In Person,1
EE 120,2022,Fall,Jeonghee Kim,MW|01:30PM-02:45PM,In Person,1
EE 120,2022,Fall,Zenithbhai Chokshi,W|10:30AM-01:15PM,In Person,1
EE 120,2022,Fall,Venkata Prudhvi Vellanki,T|12:00PM-02:45PM,In Person,1
EE 120,2022,Fall,Frank Butt,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Chung-Wen Tsao,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Nader Mir,M|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Ammar Rayes,T|12:00PM-02:45PM,In Person,0
EE 120,2022,Fall,Karthik Bharadwaj Kunigal Raveendra,M|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Jessica Williamson / Jonathan Miller,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Saied Rafati,R|12:00PM-02:45PM,In Person,0
EE 120,2022,Fall,Hilary Hurst,MW|01:30PM-02:45PM,In Person,0
EE 120,2022,Fall,Hsin-Yi Meng,M|03:00PM-05:45PM,In Person,0
EE 120,2022,Fall,Alesya Petty,R|12:00PM-02:45PM,In Person,0
EE 120,2022,Fall,Peter O'Sullivan,W|10:30AM-01:15PM,In Person,0
EE 120,2022,Fall,Resa Kelly,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Dharmik Vijay Joshi,W|10:30AM-01:15PM,In Person,0
EE 120,2022,Fall,Craig England,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Nada Attar,M|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Kourosh Youssefi,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Fall,Neomi Millan,M|10:30AM-01:15PM,In Person,0
EE 120,2022,Fall,Raina Levesque,W|10:30AM-01:15PM,In Person,0
EE 120,2022,Fall,Zak Espley,M|03:00PM-05:45PM,In Person,0
EE 120,2022,Fall,Heidi Eisips,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Spring,Pinky Mathew,W|10:30AM-01:15PM,In Person,1
EE 120,2022,Spring,Zenithbhai Chokshi,R|12:00PM-02:45PM,In Person,1
EE 120,2022,Spring,Venkata Prudhvi Vellanki,M|03:00PM-05:45PM,In Person,1
EE 120,2022,Spring,Manoj Kumar Gundu,M|10:30AM-01:15PM,In Person,1
EE 120,2022,Spring,Binh Le,MW|01:30PM-02:45PM,In Person,1
EE 120,2022,Spring,Steven Rogalsky,M|03:00PM-05:45PM,In Person,0
EE 120,2022,Spring,Carl Bugarin,R|12:00PM-02:45PM,In Person,0
EE 120,2022,Spring,Wo-Tak Wu,R|12:00PM-02:45PM,In Person,0
EE 120,2022,Spring,Mahima Agumbe Suresh,R|12:00PM-02:45PM,In Person,0
EE 120,2022,Spring,Niloofar Salehi,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Spring,Jane Huynh,MW|01:30PM-02:45PM,In Person,0
EE 120,2022,Spring,Carlie Pietsch / Jeffrey Wegener,M|09:00AM-11:45AM,In Person,0
EE 120,2022,Spring,Thuy Le / Birsen Sirkeci,M|03:00PM-05:45PM,In Person,0
EE 120,2022,Spring,Jonathan Ponniah,T|12:00PM-02:45PM,In Person,0
EE 120,2022,Spring,Mahima Agumbe Suresh,W|09:00AM-11:45AM,In Person,0
EE 120,2022,Spring,Azadeh Shahid Faylienejad,M|09:00AM-11:45AM,In Person,0
EE 120,2022,Spring,Zehlia Babaci-Wilhite,M|03:00PM-05:45PM,In Person,0
EE 120,2022,Spring,Thuy Le / Chang Choo,R|12:00PM-02:45PM,In Person,0
